old_url,new_url,status,confidence
https://goracfit.com/the-strand/,https://goracfit.com/corporate-memberships.html,301,confirm
https://goracfit.com/thebradford/,https://goracfit.com/corporate-memberships.html,301,confirm
https://goracfit.com/the-learning-experience-buda/,https://goracfit.com/corporate-memberships.html,301,confirm
https://goracfit.com/santa-cruz-catholic-school/,https://goracfit.com/corporate-memberships.html,301,confirm
https://goracfit.com/valor-education-south-austin/,https://goracfit.com/corporate-memberships.html,301,confirm
https://goracfit.com/valor-education-kyle/,https://goracfit.com/corporate-memberships.html,301,confirm
https://goracfit.com/careers/,https://goracfit.com/careers.html,301,clear
https://goracfit.com/fitness/,https://goracfit.com/fitness.html,301,clear
https://goracfit.com/pickleball/,https://goracfit.com/pickleball.html,301,clear
https://goracfit.com/tennis/,https://goracfit.com/tennis.html,301,clear
https://goracfit.com/news-resources/,https://goracfit.com/index.html,301,confirm
https://goracfit.com/all-posts/,https://goracfit.com/index.html,301,confirm
https://goracfit.com/michelle-stallard-named-general-manager-of-racfit/,https://goracfit.com/about.html#team,301,clear
https://goracfit.com/michael-macvay-named-director-of-youth-tennis-managing-member-at-racfit/,https://goracfit.com/about.html#team,301,clear
https://goracfit.com/jake-rother-named-head-tennis-professional-and-high-performance-director-at-racfit/,https://goracfit.com/about.html#team,301,clear
https://goracfit.com/carin-white-named-fitness-director-at-racfit/,https://goracfit.com/about.html#team,301,clear
https://goracfit.com/abigail-george-named-youth-program-director-at-racfit/,https://goracfit.com/about.html#team,301,clear
https://goracfit.com/director-of-pickleball/,https://goracfit.com/careers-director-of-pickleball.html,301,clear
https://goracfit.com/customer-experience-representative/,https://goracfit.com/careers-customer-experience-associate.html,301,clear
https://goracfit.com/your-full-fall-schedule-tennis-pickleball-fitness-registration-now-available/,https://goracfit.com/index.html#programs,301,confirm
https://goracfit.com/parents-night-out/,https://goracfit.com/juniors.html,301,confirm
https://goracfit.com/1st-annual-ach-memorial-whites-woodies-one-day-classic-july-3-2026-at-racfit/,https://goracfit.com/socials.html,301,confirm
https://goracfit.com/les-mills-triple-threat-launch-comes-to-racfit-a-full-day-of-fitness-wellness-community/,https://goracfit.com/fitness.html#lesmills,301,clear
https://goracfit.com/racfit-community-art-series-presents-julie-pelaez-studios/,https://goracfit.com/socials.html,301,clear
https://goracfit.com/grand-opening-may-31st-sunday-funday/,https://goracfit.com/socials.html,301,confirm
https://goracfit.com/moneyball-mixed-doubles-pickleball-tournament/,https://goracfit.com/pickleball.html#programs,301,clear
https://goracfit.com/founders-members-week/,https://goracfit.com/membership.html,301,confirm
https://goracfit.com/taste-of-summer-camps-free/,https://goracfit.com/juniors.html#camps,301,confirm
https://goracfit.com/summer-camp-more-than-fun-for-kids/,https://goracfit.com/juniors.html#camps,301,clear
https://goracfit.com/the-camps-portfolio/,https://goracfit.com/juniors.html#camps,301,clear
https://goracfit.com/fun-activities-at-our-camp/,https://goracfit.com/juniors.html#camps,301,clear
